x,y
472,986
627,905
223,348
200,605
385,855
938,211
408,662
722,389
467,541
665,867
944,256
871,901
675,431
429,944
313,375
764,665
333,424
906,474
990,405
724,982
484,999
372,212
156,449
424,691
141,884
783,461
618,929
424,947
205,615
219,706
981,920
528,616
242,980
289,802
328,598
771,455
455,807
985,265
878,213
172,961
660,477
460,243
911,311
806,808
304,119
984,102
371,712
163,486
940,290
990,948
179,538
800,409
595,478
752,281
508,663
775,301
806,301
521,373
750,527
266,823
693,565
833,187
437,692
216,762
901,605
289,812
626,910
644,350
601,546
919,177
174,935
240,669
635,528
509,981
827,494
471,185
102,271
332,706
765,647
292,467
966,905
807,967
134,228
733,584
986,858
915,230
335,373
898,433
668,273
818,261
892,948
169,712
697,279
129,410
512,587
771,445
407,819
919,726
350,818
492,468
221,740
610,221
508,935
871,480
496,586
197,410
232,531
490,509
607,955
531,830
830,263
499,525
779,228
579,893
449,892
200,854
115,287
800,272
581,712
622,425
580,157
753,758
927,908
316,665
671,897
639,615
712,897
385,965
538,848
951,681
575,556
873,479
235,944
610,651
993,765
279,757
224,865
754,146
803,234
203,437
734,221
763,872
545,141
442,357
805,736
204,510
534,149
495,774
118,484
330,251
512,407
830,472
621,923
954,274
464,323
458,590
741,872
871,259
447,334
567,725
587,129
161,481
935,573
158,892
467,351
692,661
253,986
584,383
452,627
179,221
388,457
321,649
141,229
352,107
453,168
320,990
502,604
567,523
336,111
828,562
859,192
675,165
401,969
273,957
817,403
834,812
741,949
172,458
956,477
851,779
293,581
142,377
932,795
656,853
956,819
1000,268
249,681
176,134
847,102
967,977
588,980
343,124
649,693
946,788
755,466
232,291
800,524
408,971
208,501
955,978
681,262
476,676
704,490
772,647
136,270
325,340
566,238
383,129
332,407
529,117
385,440
881,989
400,639
454,526
508,890
337,563
507,866
593,535
586,834
647,377
954,546
825,735
735,629
319,654
740,453
915,858
532,649
653,731
614,311
416,129
845,120
885,540
965,333
424,599
721,150
186,363
651,227
561,731
618,736
956,995
199,281
413,786
797,325
833,240
326,934
770,533
148,571
232,327
806,379
461,445
290,817
864,142
502,800
949,981
308,598
463,308
471,276
300,679
794,882
894,686
143,322
731,825
521,785
949,814
196,651
489,813
822,790
636,738
311,834
891,782
433,632
228,625
455,273
172,926
917,584
791,264
386,281
228,204
778,234
127,852
714,619
787,238
368,718
978,277
732,748
514,842
857,121
410,265
234,663
443,512
679,205
680,140
953,830
604,706
766,356
953,716
968,835
410,649
179,600
879,371
230,484
276,770
249,625
805,807
511,828
394,672
429,126
578,184
787,276
844,310
485,181
842,179
691,989
236,926
953,772
816,785
288,842
814,382
903,958
513,475
788,875
677,313
806,176
572,942
853,660
160,192
942,781
824,501
170,220
125,906
628,599
146,622
506,138
533,817
571,198
670,169
543,466
232,217
630,915
193,184
685,565
967,691
397,609
898,895
547,600
886,936
574,897
908,757
157,617
576,394
491,322
247,437
573,619
959,160
809,196
815,508
768,762
506,414
161,255
900,854
574,721
249,499
843,997
256,411
454,236
577,218
449,243
681,371
861,841
971,800
229,460
833,212
727,510
787,861
685,932
508,196
721,483
568,727
787,938
724,440
161,510
566,157
484,165
590,806
973,228
836,633
117,204
495,465
949,900
937,744
454,176
761,856
124,262
276,519
722,677
154,617
932,324
981,708
183,300
136,406
286,440
453,518
523,513
799,668
564,698
672,428
675,286
619,250
134,520
154,415
259,256
881,550
709,804
263,994
223,852
704,624
103,515
477,377
535,522
304,614
369,790
995,183
768,996
916,238
410,198
884,775
452,938
714,780
367,715
842,450
467,311
321,182
686,203
650,1000
746,720
619,161
271,983
231,514
490,515
427,633
244,472
912,769
703,240
846,854
664,100
240,438
289,125
364,429
281,693
260,468
988,373
155,737
789,355
778,311
672,299
779,785
449,519
801,312
840,374
354,282
882,103
222,471
777,378
817,117
460,437
743,954
528,885
466,847
853,385
509,853
887,977
104,210
662,916
967,938
777,211
723,558
628,290
187,715
453,613
193,462
390,989
389,592
285,574
359,792
925,441
945,142
603,181
415,964
876,946
199,321
172,523
907,177
707,329
362,836
816,845
719,949
374,443
173,329
789,419
623,323
703,579
172,139
923,148
498,279
844,820
958,426
989,878
503,746
179,323
917,189
793,460
241,996
825,319
964,692
992,962
671,499
775,483
118,551
758,363
713,214
780,973
651,277
908,909
502,761
654,136
149,688
967,674
416,755
782,671
780,610
745,463
194,394
270,374
391,820
992,900
145,335
811,416
373,270
991,614
983,204
314,318
829,473
921,653
401,323
810,784
187,918
617,378
584,969
411,135
415,237
283,733
641,444
200,161
436,630
535,159
255,143
574,721
500,993
978,519
727,514
649,181
521,986
798,455
663,617
536,224
272,468
802,765
534,238
602,137
339,108
412,964
711,670
315,141
703,255
912,556
509,191
243,542
174,549
723,476
445,976
437,274
660,831
345,263
781,307
110,930
794,115
184,769
571,906
145,286
851,892
118,569
711,429
177,816
563,640
382,944
102,795
318,128
707,288
672,117
152,106
544,142
531,907
233,556
434,531
583,366
500,343
820,402
344,138
634,830
292,868
193,627
878,501
837,429
777,662
960,690
614,966
250,126
311,332
671,480
329,536
314,163
959,529
818,717
576,237
770,276
592,600
257,361
590,817
845,190
569,881
235,652
462,635
541,373
865,795
207,669
602,215
845,418
878,116
143,281
252,953
287,173
821,154
289,906
738,671
481,949
585,447
121,804
536,124
689,797
594,244
811,491
745,608
719,450
719,309
280,159
709,753
892,453
825,288
511,236
307,204
954,586
562,861
651,158
815,644
792,736
855,880
771,869
794,287
706,133
872,425
832,946
887,441
956,702
344,744
194,175
516,814
707,188
642,842
584,465
758,293
497,104
692,995
921,462
825,735
380,622
611,565
709,711
781,185
869,104
932,802
721,418
836,301
538,581
894,506
251,761
680,871
445,405
931,699
751,227
709,155
515,230
798,563
252,821
177,805
580,917
422,155
709,493
153,675
975,751
666,471
208,933
709,572
686,331
442,547
238,612
242,631
270,980
454,846
398,386
255,600
128,776
639,733
338,181
218,100
208,576
576,923
384,647
109,742
655,163
225,381
226,936
957,403
415,533
591,374
981,972
516,871
286,739
289,556
487,285
530,324
754,182
913,412
514,177
415,861
655,313
148,458
971,990
764,851
243,598
358,662
395,609
854,514
711,269
613,704
148,607
674,598
943,831
143,738
507,851
684,928
902,749
832,370
357,187
496,679
888,565
393,230
710,870
316,856
473,243
358,664
725,200
776,266
696,753
611,845
206,704
997,350
348,585
583,728
789,299
683,627
439,237
680,602
335,987
992,877
969,401
136,929
1000,785
255,913
127,301
761,681
621,666
750,486
658,693
269,340
710,474
758,117
530,897
871,686
226,288
101,779
882,166
428,254
150,170
409,260
893,415
410,478
930,222
317,878
615,417
800,794
710,128
916,397
699,783
300,887
530,988
848,785
404,950
425,654
676,126
444,322
279,245
169,825
710,861
902,819
594,915
326,800
829,825
996,274
480,194
795,622
803,281
329,986
264,796
464,917
243,843
635,737
264,943
960,665
137,199
164,560
580,117
813,722
316,615
147,980
124,210
417,661
636,890
570,646
877,954
967,297
835,932
641,646
247,751
315,516
252,250
256,769
839,489
362,396
439,543
138,317
743,156
833,404
907,471
807,422
277,311
968,428
253,257
891,315
220,258
115,336
622,583
190,880
144,830
763,843
240,787
620,454
286,798
800,486
867,576
838,639
988,715
745,632
538,799
309,595
368,755
924,326
814,706
877,965
233,472
350,383
881,996
141,367
318,897
670,552
528,902
922,474
609,219
193,967
846,317
227,400
501,244
383,231
287,331
811,167
936,558
628,145
491,939
891,905
883,201
815,943
448,329
753,155
667,159
682,504
389,117
409,403
168,131
792,753
555,536
510,761
967,973
427,125
851,152
832,521
933,379
160,166
842,904
790,965
414,423
526,962
434,795
751,917
736,752
151,278
130,449
807,635
511,886
915,737
470,226
270,163
501,965
288,335
478,148
276,383
439,774
791,474
758,601
210,623
688,726
267,272
357,184
660,334
896,890
227,164
552,500
968,118
779,828
525,871
662,219
636,584
337,886
272,826
449,153
509,376
950,954
799,873
279,811
677,131
254,427
141,302
504,996
549,492
287,973
400,719
346,838
731,146
739,135
732,226
126,656
523,610
592,628
920,455
811,309
364,367
562,262
998,972
844,584
701,894
748,566
189,829
366,399
830,651
141,207
671,550
618,210
839,784
589,222
913,139
727,263
339,228
370,964
123,204
799,654
169,645
493,844
916,198
940,536
752,884
728,871
828,441
476,613
526,653
888,476
732,264
920,821
193,710
932,941
479,596
935,296
412,145
139,595
909,364
472,902
1000,807
916,324
283,385
932,470
189,581
355,264
762,871
481,383
494,280
284,239
271,506
203,898
407,963
584,657
319,939
435,341
341,784
470,282
641,510
713,565
650,125
626,455
191,421
410,529
536,754
500,519
910,131
788,728
609,596
995,202
368,137
852,828
552,119
722,436
774,888
506,708
896,589
713,252
761,764
498,635
500,810
743,957
380,375
995,471
354,567
332,350
353,491
701,589
457,269
902,129
359,155
227,908
465,160
275,206
844,276
766,521
948,734
503,681
352,758
468,727
215,901
769,133
656,566
407,770
317,962
525,550
393,327
335,649
613,498
131,864
989,770
172,734
547,232
767,483
779,523
937,233
605,753
122,138
292,195
469,590
132,488
122,943
734,319
149,911
792,578
486,174
939,316
975,158
659,932
139,331
945,339
871,750
679,322
555,820
377,454
891,331
392,787
352,375
545,254
983,722
978,166
469,688
385,880
229,301
378,505
204,911
361,437
489,618
691,925
704,487
553,944
125,893
796,651
106,347
174,230
244,452
125,521
397,572
494,338
863,781
535,902
720,963
963,199
880,722
808,758
843,206
171,822
883,662
876,230
228,442
172,611
316,246
943,742
363,770
294,436
962,346
647,780
842,643
257,630
200,133
158,257
150,339
536,476
671,341
139,523
461,217
242,157
703,280
411,443
890,658
679,955
395,582
414,848
704,507
246,599
135,755
535,194
597,338
294,127
637,436
846,321
607,814
566,247
357,579
913,894
593,589
289,366
979,511
224,197
842,593
597,715
324,161
167,855
389,456
634,385
442,790
473,219
494,374
694,703
164,937
651,374
269,933
435,416
931,835
787,242
235,763
339,137
530,817
634,830
677,515
485,798
269,324
299,224
421,521
494,294
900,487
748,975
473,421
623,733
803,333
143,671
756,142
476,364
703,737
432,343
254,101
222,114
225,433
331,317
503,637
906,434
479,195
882,357
247,713
817,626
560,884
733,522
703,103
405,689
706,421
423,293
633,984
322,897
780,149
309,174
393,406
249,470
569,972
111,152
515,287
369,925
835,311
610,553
605,919
266,460
753,235
937,209
707,884
607,604
774,728
740,631
600,963
405,926
805,648
188,193
742,863
748,731
442,779
466,653
879,532
390,814
178,392
317,732
949,690
919,737
294,876
518,448
709,309
832,679
179,559
998,608
227,412
317,559
106,863
523,709
495,410
294,611
334,319
183,849
303,922
427,218
412,669
248,683
131,348
640,629
309,233
450,978
958,561
526,817
311,546
308,745
380,817
221,480
218,927
771,361
363,201
748,472
370,300
619,178
938,276
332,870
522,269
565,114
473,794
436,757
663,408
475,855
388,869
944,181
648,358
203,620
846,571
887,386
408,780
621,881
440,134
818,636
856,727
225,158
387,898
429,870
884,136
918,114
163,538
605,762
766,659
286,370
770,474
490,537
276,300
874,900
563,984
297,768
749,963
618,120
425,337
735,626
651,482
950,811
580,867
266,172
321,450
755,600
399,165
516,438
440,348
382,879
108,549
752,920
720,150
703,470
857,156
827,412
736,408
906,314
655,527
145,331
902,762
574,501
336,372
804,514
170,360
339,605
996,162
533,900
694,107
654,558
969,321
892,636
544,282
778,230
108,192
566,490
432,740
991,445
564,521
113,237
659,266
845,436
283,677
775,900
645,848
377,852
452,166
495,966
461,873
181,522
845,805
189,998
975,803
115,711
998,584
579,568
150,494
102,927
517,934
544,216
979,812
710,643
961,555
979,850
978,300
630,811
198,717
689,503
637,535
710,658
376,562
967,474
426,522
844,570
754,957
674,732
641,712
745,760
493,961
923,412
174,933
337,325
485,114
831,249
278,449
433,927
328,150
575,313
853,968
574,352
687,547
948,717
585,545
304,452
842,472
176,156
663,185
937,115
600,907
985,804
116,1000
148,983
362,258
850,277
904,670
343,133
559,846
542,333
114,170
294,589
363,446
323,883
645,561
626,594
287,315
389,337
813,588
307,506
410,750
241,926
930,704
995,212
979,136
169,445
224,802
598,722
921,337
242,354
430,946
873,329
559,571
472,125
178,505
815,613
199,747
332,916
793,831
727,493
401,754
903,330
435,865
590,821
191,333
425,424
109,215
975,333
385,495
983,646
943,495
345,913
419,550
248,807
298,120
928,763
629,492
243,574
768,168
176,232
753,116
459,929
236,227
245,558
515,994
434,232
862,442
470,215
198,381
489,777
714,859
249,833
773,715
110,692
787,490
579,640
517,454
601,281
336,439
901,650
543,138
905,663
965,166
520,445
137,911
321,605
883,319
436,356
719,732
269,108
252,172
763,438
511,570
253,456
660,162
454,237
604,794
486,854
376,176
191,270
131,433
981,103
958,895
603,188
468,703
881,407
293,489
620,183
696,450
322,541
829,466
701,210
243,569
673,741
576,602
817,203
265,840
177,412
801,354
892,765
486,374
1000,955
965,707
570,435
331,818
227,199
413,471
109,586
448,793
477,813
650,343
692,951
536,990
944,433
694,303
108,864
505,857
576,790
905,284
747,876
287,720
837,943
172,831
123,183
615,413
244,362
238,704
227,665
469,214
905,363
378,363
826,829
618,773
797,541
783,711
391,247
603,630
716,223
113,168
338,333
455,473
228,467
880,348
703,176
528,707
681,856
491,588
976,816
952,612
823,552
844,384
148,507
340,595
308,573
372,526
113,974
465,494
733,275
734,682
327,706
870,891
656,868
981,965
552,923
267,859
349,656
518,418
166,419
635,877
997,141
466,576
470,1000
887,734
899,313
231,689
453,403
713,485
213,101
493,210
202,474
300,988
253,672
380,639
135,687
468,348
458,672
939,784
946,991
945,873
613,403
567,512
997,776
201,956
742,123
465,396
118,583
922,579
767,494
830,568
507,170
930,115
460,399
732,940
888,939
590,870
326,547
415,402
895,671
199,127
311,160
356,972
399,561
521,797
105,621
924,215
366,873
600,519
448,373
303,295
541,280
171,386
210,661
128,636
740,941
340,450
188,869
542,256
778,309
921,492
296,446
885,188
915,446
866,515
610,927
590,769
376,841
684,916
958,615
858,274
926,910
159,453
936,380
648,907
169,198
880,321
703,584
882,446
696,457
272,162
183,537
247,809
443,591
249,820
980,833
447,638
933,670
516,263
516,346
581,139
105,635
905,454
450,506
991,217
495,775
102,926
328,900
327,105
339,185
895,379
753,119
125,510
936,390
649,962
536,929
664,259
363,595
838,637
432,692
504,215
482,507
119,986
806,706
551,711
211,720
650,318
551,940
786,627
217,117
763,870
441,396
350,675
658,589
508,101
132,492
647,659
218,758
385,253
762,300
973,405
708,145
391,692
623,636
863,967
236,955
807,409
516,150
911,419
500,361
428,133
961,962
814,138
684,310
358,744
541,938
350,504
717,483
983,850
428,576
948,259
729,960
868,776
702,442
901,165
778,236
781,846
270,589
763,220
433,646
752,584
818,197
130,946
312,728
401,475
203,551
158,938
567,966
335,289
540,699
516,209
489,721
905,576
201,272
529,703
476,167
825,598
620,966
834,726
802,334
202,485
981,784
526,898
286,478
276,980
395,650
118,351
564,305
725,159
740,856
506,809
298,273
778,349
893,358
936,543
353,310
514,906
363,152
267,585
783,601
836,318
376,324
354,884
460,498
616,906
705,180
654,513
984,421
723,285
425,231
397,521
668,234
924,929
783,891
670,284
108,715
503,258
919,834
344,219
257,816
685,912
344,712
143,942
893,470
297,708
147,462
355,702
441,735
869,680
818,368
423,706
556,810
396,645
140,806
937,495
434,112
442,906
617,122
828,800
723,733
443,571
972,477
666,501
127,594
760,625
959,293
330,526
640,180
449,549
428,822
124,969
846,605
820,206
984,557
873,715
185,651
736,943
427,702
170,560
419,303
699,108
905,935
900,450
567,918
258,668
493,734
164,677
740,154
532,874
358,917
279,274
971,183
146,746
1000,887
869,951
294,676
931,821
657,841
268,774
113,600
370,889
184,354
432,420
877,135
1000,425
656,552
311,516
326,195
694,808
245,591
687,605
432,635
474,527
967,303
931,922
378,357
139,940
422,483
919,915
177,910
720,777
505,929
922,991
254,286
141,691
475,873
481,992
207,425
735,950
134,616
212,656
381,115
251,983
531,683
627,979
920,590
158,371
687,426
920,667
103,759
514,317
935,278
806,689
926,710
850,799
803,704
425,398
968,622
969,640
201,842
301,714
248,555
159,713
759,981
602,905
763,473
877,191
170,212
309,927
393,138
867,584
563,614
329,882
343,536
938,483
730,263
312,294
632,123
184,729
748,858
401,371
629,741
287,857
256,159
663,164
577,245
149,128
273,233
558,751
650,933
276,640
781,351
370,717
172,480
472,808
284,972
709,396
285,564
788,286
181,450
361,651
908,530
120,431
255,361
527,868
689,908
342,612
151,381
617,913
675,142
787,775
401,907
583,906
513,863
459,998
190,607
730,578
463,156
759,738
654,603
621,683
964,378
146,740
526,229
631,685
592,548
147,688
522,693
905,643
578,649
440,518
888,904
769,810
943,200
160,780
492,760
722,765
482,570
201,439
618,801
917,153
174,611
796,606
302,168
302,254
260,780
822,941
762,507
825,873
562,543
835,915
155,655
995,755
669,720
507,678
415,985
322,565
449,174
479,871
120,127
518,835
900,324
246,198
104,392
461,527
662,622
315,967
993,951
636,773
433,358
186,112
971,999
988,139
428,850
682,952
932,104
344,359
845,268
120,554
194,891
232,279
690,214
184,717
710,174
966,905
941,663
796,373
327,422
217,242
715,635
341,289
449,784
966,289
280,374
757,368
661,421
359,757
557,955
903,726
209,454
764,125
470,792
300,525
209,180
665,189
939,813
358,351
796,705
811,577
244,270
299,849
106,751
480,878
417,877
411,901
603,504
440,696
599,309
631,407
376,719
197,832
303,325
241,639
399,612
709,770
554,417
314,115
386,445
598,536
803,696
272,498
237,702
977,611
370,922
357,529
929,116
808,800
549,479
944,451
349,374
478,749
596,692
468,916
451,886
439,507
378,235
371,407
476,858
697,129
282,520
342,795
494,251
816,702
729,504
646,709
872,242
202,227
339,905
767,984
592,908
892,134
301,247
345,562
243,497
386,443
515,407
694,904
322,277
627,995
310,270
146,155
505,447
301,434
265,866
554,895
755,412
584,287
527,678
792,615
114,333
428,920
988,848
799,810
489,105
939,345
650,279
617,240
678,435
785,260
391,320
467,445
706,227
318,127
586,452
198,724
187,549
574,477
618,809
670,508
495,488
736,222
979,560
771,410
465,371
282,726
311,927
175,334
448,567
723,503
966,226
389,367
106,892
812,543
409,144
260,510
180,166
347,166
499,443
645,547
220,733
947,286
463,289
749,924
616,205
279,484
416,510
923,530
391,579
559,383
888,819
835,802
325,762
681,910
557,314
901,820
187,430
365,510
219,243
411,850
525,808
133,602
343,737
114,531
529,120
197,698
614,902
386,972
370,619
180,903
511,122
558,893
348,225
811,842
737,618
1000,758
891,551
179,409
316,393
305,401
782,458
525,132
722,765
529,432
852,392
615,376
572,519
520,271
355,263
808,496
171,877
957,132
716,424
804,237
864,327
223,918
962,908
798,363
685,650
317,984
712,680
571,133
940,380
803,410
719,156
448,565
732,336
574,188
146,869
298,853
189,642
369,645
991,890
457,495
200,540
628,209
224,702
490,946
666,548
427,737
749,773
621,266
421,376
139,721
673,608
724,427
463,129
262,223
866,265
206,947
964,893
762,832
1000,233
868,730
893,112
839,577
935,926
784,289
600,288
148,984
592,330
221,475
598,955
109,639
209,552
263,622
649,416
384,896
779,169
125,695
392,470
902,948
634,565
205,432
170,656
743,293
610,555
710,251
501,680
856,164
495,940
412,364
267,297
882,702
506,317
571,308
457,664
501,460
303,605
198,168
595,639
142,359
999,978
629,364
483,835
941,936
102,258
411,912
741,474
412,112
583,498
263,505
480,411
178,197
269,107
989,587
911,948
208,242
395,647
945,765
637,210
725,103
119,526
761,490
792,851
662,140
939,480
311,258
505,712
971,139
706,768
194,198
761,384
495,892
206,339
227,606
383,637
935,952
259,974
987,190
865,826
844,169
459,487
134,805
796,666
654,589
356,667
925,656
498,531
741,237
629,376
462,858
644,951
200,369
809,459
939,851
572,420
135,597
173,698
527,429
932,568
626,305
921,210
890,745
920,202
231,139
765,698
372,161
430,867
228,486
459,666
748,975
451,791
198,388
1000,518
930,166
1000,982
274,693
689,709
598,487
609,680
413,436
849,824
209,664
679,957
161,361
936,369
834,814
766,860
280,473
915,877
540,548
601,545
105,963
690,882
841,384
538,340
162,112
879,219
542,519
529,479
372,708
215,161
653,351
172,756
741,396
171,885
218,876
235,316
565,526
451,398
484,455
919,573
502,705
257,875
607,246
959,876
938,271
996,104
211,585
393,369
261,944
348,184
160,354
496,429
577,150
397,663
547,329
486,795
478,643
401,490
821,700
677,343
942,953
774,779
802,850
390,172
361,766
104,540
800,609
812,333
854,407
973,415
482,996
112,297
381,426
679,865
442,892
999,843
110,982
107,684
103,706
462,487
830,987
642,238
413,537
965,588
393,378
142,116
973,437
508,739
172,952
537,775
230,792
138,730
497,525
295,926
172,277
339,287
435,543
972,464
866,823
878,971
325,714
999,660
240,287
998,314
152,228
137,415
687,417
478,103
450,607
197,540
142,144
669,620
218,834
252,340
559,537
712,682
156,644
744,120
230,129
817,160
985,940
146,112
988,995
815,884
756,952
287,651
970,528
623,177
736,998
297,141
462,608
220,526
487,696
168,153
720,532
129,534
361,956
211,507
339,763
147,724
734,592
520,802
498,667
642,453
668,937
831,258
893,644
942,480
182,127
284,278
918,687
399,224
462,799
549,395
935,887
572,426
808,663
565,771
429,813
788,306
359,653
136,898
293,308
157,200
252,603
638,338
176,565
837,684
983,932
816,947
516,778
345,255
319,530
882,345
666,397
440,336
531,535
133,526
377,240
202,204
313,895
268,921
925,311
183,197
821,988
296,283
973,786
560,783
176,884
816,882
981,142
370,608
778,206
214,709
460,700
490,806
553,306
653,125
195,768
117,558
887,638
896,544
706,366
482,914
701,615
983,620
725,342
170,522
636,371
752,623
238,373
547,804
884,741
754,616
424,505
389,757
825,746
171,901
120,906
640,939
245,803
519,196
639,333
402,574
893,179
835,790
493,166
729,873
833,388
205,341
294,478
687,523
557,705
345,755
153,201
942,211
374,979
128,569
254,891
756,311
957,790
578,178
642,411
107,385
878,681
296,558
543,753
347,470
656,118
758,568
962,564
552,362
627,492
980,955
293,254
858,107
856,786
738,112
540,332
375,857
689,258
650,316
946,265
515,316
856,675
922,770
371,245
297,180
371,979
249,975
980,439
348,611
181,726
768,161
947,393
678,656
261,661
788,798
816,829
166,443
123,383
659,601
856,933
906,333
971,143
887,554
631,485
814,761
639,147
566,135
765,685
207,150
194,693
414,398
883,359
583,302
191,866
710,719
600,355
398,137
173,681
891,346
342,675
436,106
391,373
594,574
222,934
589,902
438,291
805,493
892,398
642,770
978,177
884,903
671,317
287,219
377,120
332,597
400,477
162,462
301,232
677,626
243,577
363,326
866,576
530,331
963,827
342,368
317,572
403,592
576,953
407,245
340,242
111,188
580,717
882,740
548,203
405,483
208,595
654,118
904,450
694,348
241,677
925,310
794,412
978,661
602,580
745,779
236,939
642,465
637,410
652,339
835,116
912,324
209,453
627,260
807,993
120,409
753,797
134,554
290,449
430,968
484,171
159,749
407,118
209,939
434,703
587,658
714,557
403,152
159,931
125,816
212,350
741,388
474,355
895,452
924,789
112,512
704,919
550,407
616,962
932,986
402,515
517,710
879,892
971,895
541,164
380,469
371,553
149,588
960,403
572,717
936,230
826,660
285,283
921,347
709,457
778,329
143,708
820,670
607,953
900,653
249,399
615,732
756,294
404,307
313,715
947,526
384,320
104,601
141,401
277,925
659,632
507,454
841,212
622,217
197,804
452,554
222,905
442,740
811,638
427,676
319,222
253,594
212,341
870,768
755,143
326,908
483,820
344,591
469,984
191,686
717,600
759,594
609,978
153,857
221,598
833,361
702,904
869,380
811,519
911,325
749,820
870,136
810,167
371,248
287,897
463,858
119,385
637,462
624,127
910,357
599,378
280,440
168,466
333,188
483,170
161,838
503,552
436,106
728,743
973,405
271,317
937,279
583,826
768,724
332,897
410,358
386,408
572,705
419,138
884,772
503,127
681,350
573,204
883,489
804,893
475,178
305,625
576,750
437,887
244,105
775,764
497,392
854,303
583,288
472,260
382,198
972,435
640,590
777,493
794,700
118,650
400,282
815,701
837,586
615,317
916,912
251,234
515,767
384,320
969,374
323,625
470,415
851,353
469,177
987,487
713,759
362,411
960,341
574,885
707,834
845,462
471,906
928,922
676,419
928,627
678,920
451,761
745,398
618,651
797,417
755,720
423,334
433,907
407,998
621,481
631,335
167,172
807,746
678,115
132,883
549,222
157,933
951,334
969,396
680,422
989,422
236,740
906,948
347,634
417,225
252,816
207,727
398,418
578,936
973,130
658,423
283,400
242,296
320,397
167,819
751,104
609,704
585,911
120,694
527,486
791,366
308,983
672,177
918,489
752,954
688,934
306,988
600,772
387,658
173,499
332,688
198,984
911,786
549,112
665,433
314,472
896,786
899,120
691,181
363,635
514,192
301,425
472,956
555,994
172,485
915,972
424,110
725,114
859,928
809,124
703,782
516,921
573,125
331,978
782,646
469,153
536,185
473,144
623,506
958,874
111,747
895,356
562,142
472,814
893,247
290,913
787,948
413,592
984,646
372,262
251,793
448,896
605,946
984,626
638,1000
166,705
671,532
304,840
470,202
790,660
356,715
744,576
253,403
243,945
547,622
420,720
630,870
261,623
703,624
947,646
291,394
268,941
200,618
325,484
520,127
879,671
974,123
129,601
939,361
445,817
158,620
122,412
524,998
142,672
685,598
762,361
755,926
124,616
142,283
106,389
272,772
274,862
182,853
504,227
433,581
297,412
221,399
868,897
666,991
812,299
140,874
1000,866
676,978
569,186
525,100
317,775
289,564
855,868
574,248
847,640
800,686
251,778
128,242
333,117
399,939
874,464
913,590
895,946
629,642
749,518
985,904
570,755
250,606
171,297
983,878
104,700
495,289
950,618
846,369
510,461
951,367
758,898
199,820
727,850
353,432
208,224
874,340
540,356
876,190
811,775
905,672
718,932
490,556
110,935
126,192
943,201
442,599
402,109
566,822
951,636
448,216
807,796
102,594
477,335
556,255
286,872
537,543
839,917
548,200
147,740
569,127
332,838
502,882
816,647
534,923
187,334
837,824
170,343
237,133
581,993
103,999
757,460
667,399
820,346
960,206
716,192
535,362
110,764
247,355
243,696
110,898
542,170
498,535
363,477
427,533
682,273
813,234
876,634
674,818
832,670
872,109
817,915
880,337
138,435
598,893
135,737
461,659
726,245
603,931
256,226
431,495
782,216
811,358
925,522
493,144
950,687
861,771
866,226
944,688
251,410
156,283
190,120
683,773
873,127
193,820
993,168
309,742
244,839
162,894
982,576
967,398
605,241
849,706
546,393
531,173
628,825
399,735
334,842
492,181
507,481
375,377
671,836
835,575
824,617
592,736
992,796
619,921
296,705
215,831
632,408
526,528
218,258
910,842
915,102
914,495
173,741
383,506
730,251
831,447
167,324
163,873
624,671
894,273
572,500
223,657
966,376
187,915
340,885
550,220
429,424
501,919
357,362
800,641
788,508
664,119
638,622
729,970
513,652
483,892
515,332
793,125
262,667
996,166
948,939
225,455
146,470
616,349
713,597
638,893
670,248
657,261
445,693
591,751
993,862
191,494
988,752
1000,738
814,651
841,458
205,669
488,809
344,494
674,299
812,138
764,355
118,990
340,811
760,374
937,394
178,719
200,341
239,450
410,358
437,316
312,320
818,485
821,437
869,994
874,592
714,765
681,750
136,563
399,455
256,388
749,306
951,601
214,238
814,103
433,141
371,187
569,886
325,846
779,269
320,803
252,644
133,186
647,743
696,106
637,261
405,494
492,760
427,705
905,250
245,135
336,668
583,384
833,748
525,906
811,411
672,578
353,202
892,425
446,472
294,668
503,815
693,634
337,160
946,711
250,525
204,395
642,589
921,429
463,994
984,602
313,251
163,827
227,327
719,516
588,862
625,686
644,350
935,126
128,841
859,176
431,411
555,507
458,267
557,195
287,475
568,991
767,570
305,197
236,394
150,687
376,347
757,683
197,574
606,945
618,345
284,354
938,865
818,356
108,565
868,463
653,968
773,268
924,776
352,417
817,915
579,301
295,833
320,613
956,614
899,404
334,107
443,466
672,520
409,665
438,944
701,324
848,507
594,988
877,535
463,768
835,363
384,613
738,139
706,467
656,619
235,983
260,530
166,376
528,655
296,730
843,115
574,745
871,305
264,333
643,387
794,297
530,845
353,450
674,725
736,645
335,311
172,116
237,610
529,476
323,879
327,639
730,345
999,816
898,927
243,393
421,512
232,918
640,102
307,481
721,938
683,876
128,339
971,809
602,965
138,150
908,378
948,734
374,400
858,543
159,234
816,398
978,533
135,426
895,140
385,351
611,261
507,521
659,523
957,391
973,130
433,871
874,145
851,550
838,625
232,201
944,592
576,480
206,799
289,743
552,388
905,483
294,659
296,870
503,338
154,215
413,629
991,220
438,161
685,419
157,890
773,289
432,978
774,415
944,520
846,198
868,166
240,891
941,654
143,182
840,965
770,995
360,723
155,864
644,733
260,476
733,112
723,208
451,716
218,698
832,907
211,904
